YEAR,RESP_BAT_ID,SITUATION,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
1978,brunt101,empty,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1978,brunt101,menon,7,5,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0
1978,brunt101,scoring,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,brusw001,empty,5,5,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
1978,brusw001,menon,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,brusw001,scoring,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,bryes101,empty,82,73,20,27,4,0,1,0,1,8,0,7,0,1,0,0,0
1978,bryes101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,bryes101,menon,48,42,7,10,3,0,0,0,8,3,1,3,2,0,2,1,0
1978,bryes101,scoring,35,30,5,7,2,0,0,0,7,2,1,2,0,0,2,1,0
1978,buckb001,empty,236,228,67,85,12,0,2,0,2,8,0,9,0,0,0,0,0
1978,buckb001,loaded,9,9,5,6,1,0,0,0,10,0,0,1,1,0,0,0,0
1978,buckb001,menon,234,218,77,102,14,1,3,0,72,10,5,8,16,0,1,5,0
1978,buckb001,scoring,136,123,44,55,6,1,1,0,63,8,5,5,5,0,0,5,0
1978,budam101,empty,4,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
1978,budam101,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,budam101,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,bumba001,empty,75,66,18,30,4,1,2,0,2,9,0,11,0,0,0,0,0
1978,bumba001,loaded,3,2,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0
1978,bumba001,menon,59,48,9,12,1,1,0,0,4,8,0,4,4,2,1,0,0
1978,bumba001,scoring,30,25,2,4,0,1,0,0,3,4,0,3,1,1,0,0,0
1978,burkg101,empty,131,127,27,35,3,1,1,0,1,4,0,15,0,0,0,0,0
1978,burkg101,loaded,6,6,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0
1978,burkg101,menon,105,92,24,27,3,0,0,0,15,6,1,15,7,0,6,1,0
1978,burkg101,scoring,61,54,13,15,2,0,0,0,15,5,1,12,4,0,1,1,0
1978,burlr001,empty,413,386,91,128,21,2,4,0,4,25,0,48,0,2,0,0,0
1978,burlr001,loaded,16,14,7,10,1,1,0,0,16,1,0,1,3,0,0,1,0
1978,burlr001,menon,272,240,64,84,11,3,1,0,45,15,2,23,16,2,10,5,0
1978,burlr001,scoring,156,140,33,44,5,3,0,0,43,7,2,16,11,1,3,5,0
1978,burrj001,empty,314,255,76,125,15,2,10,0,10,59,0,51,0,0,0,0,0
1978,burrj001,loaded,8,5,1,3,0,1,0,0,7,1,0,1,1,0,0,2,0
1978,burrj001,menon,297,233,71,133,15,4,13,0,67,58,12,41,16,0,0,6,0
1978,burrj001,scoring,184,135,37,63,6,4,4,0,45,43,12,27,11,0,0,6,0
1978,burrr001,empty,38,38,5,9,0,2,0,0,0,0,0,8,0,0,0,0,0
1978,burrr001,loaded,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1978,burrr001,menon,32,23,2,3,1,0,0,0,2,2,0,5,1,0,7,0,0
1978,burrr001,scoring,13,11,1,2,1,0,0,0,2,0,0,3,1,0,2,0,0
1978,cabee001,empty,400,383,117,169,22,6,6,0,6,13,0,43,0,4,0,0,0
1978,cabee001,loaded,16,14,3,3,0,0,0,0,7,1,0,1,0,0,0,1,0
1978,cabee001,menon,294,277,78,94,9,2,1,0,65,9,1,37,13,1,3,4,0
1978,cabee001,scoring,192,180,47,60,8,1,1,0,63,7,1,29,7,1,0,4,0
1978,cagew101,empty,62,57,13,25,3,0,3,0,3,5,0,19,0,0,0,0,0
1978,cagew101,menon,46,41,11,19,3,1,1,0,10,4,0,9,2,0,1,0,0
1978,cagew101,scoring,29,26,7,11,1,0,1,0,8,3,0,6,1,0,0,0,0
1978,campb101,empty,180,170,35,47,5,2,1,0,1,9,0,21,0,1,0,0,0
1978,campb101,loaded,12,11,1,1,0,0,0,0,4,1,0,2,1,0,0,0,0
1978,campb101,menon,139,99,15,17,0,1,0,0,16,11,0,15,6,1,25,3,0
1978,campb101,scoring,73,59,9,9,0,0,0,0,15,5,0,8,1,1,5,3,0
1978,campr001,empty,7,6,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
1978,campr001,menon,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1978,campr001,scoring,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,candj001,empty,38,30,8,11,3,0,0,0,0,6,0,10,0,2,0,0,0
1978,candj001,loaded,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,candj001,menon,32,22,1,1,0,0,0,0,1,3,0,9,1,0,7,0,0
1978,candj001,scoring,17,14,0,0,0,0,0,0,1,2,0,8,1,0,1,0,0
1978,cannj101,empty,12,12,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,cannj101,menon,6,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,cannj101,scoring,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,capid101,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,capid101,menon,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,capid101,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,carbb101,empty,139,122,36,54,6,0,4,0,4,16,0,24,0,1,0,0,0
1978,carbb101,loaded,8,7,2,3,1,0,0,0,5,1,0,1,2,0,0,0,0
1978,carbb101,menon,112,98,26,34,5,0,1,0,18,12,1,15,9,0,1,1,0
1978,carbb101,scoring,67,58,12,14,2,0,0,0,12,8,1,9,3,0,0,1,0
1978,cardj101,empty,116,105,22,34,6,0,2,0,2,11,0,10,0,0,0,0,0
1978,cardj101,loaded,15,12,5,7,2,0,0,0,16,1,0,0,0,0,0,2,0
1978,cardj101,menon,110,96,28,40,6,0,2,0,31,12,2,6,5,0,0,2,0
1978,cardj101,scoring,73,60,19,26,4,0,1,0,29,11,2,6,3,0,0,2,0
1978,carer001,empty,353,319,100,135,13,5,4,0,4,34,0,38,0,0,0,0,0
1978,carer001,loaded,17,14,5,8,1,1,0,0,14,0,0,4,1,0,0,3,0
1978,carer001,menon,298,245,88,114,13,5,1,0,66,44,19,24,18,1,2,6,0
1978,carer001,scoring,188,144,54,74,9,4,1,0,64,36,19,19,9,1,1,6,0
1978,carls001,empty,57,55,12,16,2,1,0,0,0,2,0,10,0,0,0,0,0
1978,carls001,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1978,carls001,menon,36,31,13,14,1,0,0,0,13,1,0,4,0,0,3,1,0
1978,carls001,scoring,21,19,9,10,1,0,0,0,13,1,0,2,0,0,0,1,0
1978,cartg001,empty,318,289,71,124,12,1,13,0,13,27,0,36,0,2,0,0,0
1978,cartg001,loaded,15,13,4,8,1,0,1,1,11,0,0,3,0,1,0,1,0
1978,cartg001,menon,289,244,65,101,15,0,7,1,59,35,11,34,10,3,2,5,0
1978,cartg001,scoring,182,147,38,66,10,0,6,1,57,26,11,26,4,2,2,5,0
1978,cartr101,empty,319,286,78,140,14,0,16,0,16,33,0,31,0,0,0,0,0
1978,cartr101,loaded,13,8,4,7,0,0,1,1,14,2,0,0,1,0,0,3,0
1978,cartr101,menon,274,242,71,125,7,1,15,1,83,24,7,26,15,0,1,7,0
1978,cartr101,scoring,145,120,33,55,4,0,6,1,62,18,7,14,5,0,0,7,0
1978,cashd101,empty,467,443,103,125,14,1,2,0,2,24,0,17,0,0,0,0,0
1978,cashd101,loaded,6,6,2,3,1,0,0,0,4,0,0,0,0,0,0,0,0
1978,cashd101,menon,236,215,63,82,12,2,1,0,41,13,2,12,16,0,5,3,0
1978,cashd101,scoring,135,118,33,46,6,2,1,0,39,10,2,9,3,0,4,3,0
1978,castr001,empty,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,castr001,menon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,castt101,empty,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,castt101,menon,6,5,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0
1978,castt101,scoring,5,4,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0
1978,cedec001,empty,118,111,37,62,5,1,6,0,6,7,0,10,0,0,0,0,0
1978,cedec001,loaded,5,4,2,2,0,0,0,0,5,1,0,1,0,0,0,0,0
1978,cedec001,menon,91,81,17,25,3,1,1,0,17,8,1,14,4,0,2,0,0
1978,cedec001,scoring,54,47,11,15,2,1,0,0,15,6,1,8,1,0,1,0,0
1978,ceror001,empty,165,158,29,40,3,1,2,0,2,7,0,17,0,0,0,0,0
1978,ceror001,loaded,6,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
1978,ceror001,menon,145,124,34,44,5,1,1,0,18,16,0,15,7,1,4,0,0
1978,ceror001,scoring,77,64,17,20,3,0,0,0,15,11,0,10,2,0,2,0,0
1978,cey-r001,empty,336,300,84,151,19,0,16,0,16,35,0,57,0,1,0,0,0
1978,cey-r001,loaded,14,10,0,0,0,0,0,0,4,2,0,3,2,0,0,2,0
1978,cey-r001,menon,331,255,66,100,13,0,7,0,68,61,9,39,13,6,2,7,0
1978,cey-r001,scoring,208,155,43,65,7,0,5,0,59,42,9,25,6,4,0,7,0
1978,chald101,empty,266,239,57,62,5,0,0,0,0,23,0,23,0,4,0,0,0
1978,chald101,loaded,10,9,3,3,0,0,0,0,8,1,0,0,1,0,0,0,0
1978,chald101,menon,261,231,62,72,7,0,1,0,34,15,0,11,9,3,11,1,0
1978,chald101,scoring,145,131,33,37,4,0,0,0,30,9,0,6,5,1,3,1,0
1978,chamc001,empty,351,329,83,125,16,1,8,0,8,18,0,33,0,4,0,0,0
1978,chamc001,loaded,23,21,11,20,2,2,1,1,28,1,0,2,1,0,0,1,0
1978,chamc001,menon,326,296,88,114,10,2,4,1,82,23,3,27,6,1,1,5,0
1978,chamc001,scoring,194,171,56,74,8,2,2,1,77,17,3,15,3,0,1,5,0
1978,chamm101,empty,33,30,8,10,0,1,0,0,0,3,0,10,0,0,0,0,0
1978,chamm101,loaded,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1978,chamm101,menon,26,23,4,6,0,1,0,0,4,2,0,3,1,0,1,0,0
1978,chamm101,scoring,13,11,3,3,0,0,0,0,3,2,0,1,1,0,0,0,0
1978,chand101,empty,163,154,36,48,7,1,1,0,1,9,0,23,0,0,0,0,0
1978,chand101,loaded,5,5,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0
1978,chand101,menon,111,91,19,27,2,0,2,0,19,16,7,25,1,0,3,1,0
1978,chand101,scoring,63,48,11,16,2,0,1,0,17,13,7,11,1,0,1,1,0
1978,chaph101,empty,42,37,12,13,1,0,0,0,0,4,0,6,0,1,0,0,0
1978,chaph101,loaded,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
1978,chaph101,menon,46,38,8,8,0,0,0,0,6,2,0,5,0,0,3,3,0
1978,chaph101,scoring,28,23,3,3,0,0,0,0,6,1,0,5,0,0,1,3,0
1978,chilr101,empty,111,102,28,35,4,0,1,0,1,8,0,13,0,1,0,0,0
1978,chilr101,loaded,5,4,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0
1978,chilr101,menon,114,96,25,33,8,0,0,0,21,12,2,12,9,1,0,5,0
1978,chilr101,scoring,70,58,14,19,5,0,0,0,20,7,2,7,4,0,0,5,0
1978,chril101,empty,45,43,3,4,1,0,0,0,0,2,0,26,0,0,0,0,0
1978,chril101,loaded,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1978,chril101,menon,33,24,2,5,0,0,1,0,4,2,0,9,1,0,7,0,0
1978,chril101,scoring,21,18,1,1,0,0,0,0,2,2,0,8,0,0,1,0,0
1978,clarj001,empty,348,325,98,170,27,3,13,0,13,23,0,37,0,0,0,0,0
1978,clarj001,loaded,14,12,4,7,0,0,1,1,11,1,0,0,0,0,0,1,0
1978,clarj001,menon,309,267,83,148,19,5,12,1,85,27,8,35,15,3,3,9,0
1978,clarj001,scoring,192,156,43,75,8,3,6,1,68,23,8,25,5,3,1,9,0
1978,cling101,empty,133,121,32,42,6,2,0,0,0,11,0,12,0,1,0,0,0
1978,cling101,loaded,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1978,cling101,menon,121,108,27,31,4,0,0,0,17,10,1,16,5,0,2,1,0
1978,cling101,scoring,74,63,16,19,3,0,0,0,17,8,1,10,2,0,2,1,0
1978,colbm101,empty,82,81,18,27,3,0,2,0,2,1,0,24,0,0,0,0,0
1978,colbm101,loaded,2,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0
1978,colbm101,menon,64,60,20,24,2,1,0,0,18,0,0,12,1,2,0,2,0
1978,colbm101,scoring,42,39,14,16,2,0,0,0,17,0,0,7,0,1,0,2,0
1978,colld001,empty,75,67,14,15,1,0,0,0,0,8,0,12,0,0,0,0,0
1978,colld001,loaded,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1978,colld001,menon,45,35,8,8,0,0,0,0,7,7,0,6,2,0,1,2,0
1978,colld001,scoring,28,19,4,4,0,0,0,0,7,6,0,4,1,0,1,2,0
1978,colub101,empty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,colub101,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,colub101,menon,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
1978,colub101,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,concd001,empty,335,308,91,127,18,3,4,0,4,26,0,35,0,1,0,0,0
1978,concd001,loaded,15,14,7,10,1,1,0,0,14,0,0,3,1,0,0,1,0
1978,concd001,menon,289,257,79,102,15,1,2,0,63,25,4,48,14,0,3,4,0
1978,concd001,scoring,179,154,49,63,12,1,0,0,57,19,4,30,7,0,2,4,0
1978,coopc001,empty,236,221,68,117,14,1,11,0,11,15,0,37,0,0,0,0,0
1978,coopc001,loaded,10,10,3,6,0,0,1,1,7,0,0,2,0,0,0,0,0
1978,coopc001,menon,212,186,59,76,9,1,2,1,43,17,3,35,6,0,5,4,0
1978,coopc001,scoring,114,97,30,38,5,0,1,1,37,12,3,19,1,0,1,4,0
1978,corct001,empty,205,187,52,65,11,1,0,0,0,14,0,14,0,4,0,0,0
1978,corct001,loaded,9,7,3,7,1,0,1,1,11,0,0,0,0,0,0,2,0
1978,corct001,menon,158,137,34,39,2,0,1,1,27,10,2,13,10,1,6,4,0
1978,corct001,scoring,93,76,17,21,1,0,1,1,27,9,2,7,4,1,3,4,0
1978,corrv101,empty,68,64,17,23,6,0,0,0,0,4,0,15,0,0,0,0,0
1978,corrv101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,corrv101,menon,47,41,8,12,1,0,1,0,6,4,3,2,6,0,2,0,0
1978,corrv101,scoring,34,30,5,6,1,0,0,0,4,4,3,2,3,0,0,0,0
1978,cowea001,empty,252,242,68,94,11,3,3,0,3,10,0,39,0,0,0,0,0
1978,cowea001,loaded,12,9,3,6,0,0,1,1,10,0,0,1,0,0,0,3,0
1978,cowea001,menon,282,243,65,94,13,5,2,1,60,21,3,15,7,6,1,11,0
1978,cowea001,scoring,178,150,37,56,8,4,1,1,55,13,3,10,1,3,1,11,0
1978,cox-l101,empty,74,64,10,12,2,0,0,0,0,10,0,11,0,0,0,0,0
1978,cox-l101,loaded,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1978,cox-l101,menon,59,57,24,33,3,0,2,0,18,2,0,5,4,0,0,0,0
1978,cox-l101,scoring,31,30,15,19,1,0,1,0,15,1,0,2,2,0,0,0,0
1978,cox-t101,empty,143,135,31,37,3,0,1,0,1,8,0,21,0,0,0,0,0
1978,cox-t101,loaded,5,4,2,2,0,0,0,0,4,0,0,0,0,0,1,0,0
1978,cox-t101,menon,110,92,22,26,4,0,0,0,18,8,1,9,4,1,8,1,0
1978,cox-t101,scoring,71,57,13,15,2,0,0,0,18,8,1,6,1,1,4,1,0
1978,cripd101,empty,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,cripd101,menon,4,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1978,cripd101,scoring,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1978,cromw101,empty,408,384,116,169,26,3,7,0,7,22,0,34,0,2,0,0,0
1978,cromw101,loaded,9,8,3,6,0,0,1,1,7,0,0,2,1,0,0,1,0
1978,cromw101,menon,247,223,64,85,6,3,3,1,49,11,5,26,15,5,2,6,0
1978,cromw101,scoring,144,127,38,58,5,3,3,1,49,9,5,16,6,2,0,6,0
1978,crowt101,empty,51,47,10,11,1,0,0,0,0,4,0,7,0,0,0,0,0
1978,crowt101,loaded,5,5,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0
1978,crowt101,menon,54,48,14,15,1,0,0,0,12,4,0,5,4,1,0,1,0
1978,crowt101,scoring,35,31,10,11,1,0,0,0,12,2,0,3,2,1,0,1,0
1978,cruzh101,empty,157,147,35,66,10,0,7,0,7,10,0,24,0,0,0,0,0
1978,cruzh101,loaded,8,7,2,2,0,0,0,0,6,1,0,1,0,0,0,0,0
1978,cruzh101,menon,143,126,27,35,3,1,1,0,26,14,3,21,10,1,2,0,0
1978,cruzh101,scoring,86,76,18,26,3,1,1,0,26,9,3,13,4,1,0,0,0
1978,cruzh102,empty,57,52,12,19,1,0,2,0,2,5,0,6,0,0,0,0,0
1978,cruzh102,loaded,4,2,1,1,0,0,0,0,4,0,0,1,0,1,0,1,0
1978,cruzh102,menon,32,25,5,8,1,1,0,0,8,3,0,5,2,1,0,3,0
1978,cruzh102,scoring,20,15,2,2,0,0,0,0,7,1,0,4,1,1,0,3,0
1978,cruzj001,empty,302,284,92,138,22,6,4,0,4,18,0,29,0,0,0,0,0
1978,cruzj001,loaded,11,11,5,7,0,1,0,0,11,0,0,1,0,0,0,0,0
1978,cruzj001,menon,325,281,86,122,12,3,6,0,79,39,9,28,9,0,2,3,0
1978,cruzj001,scoring,212,176,58,76,8,2,2,0,67,33,9,21,1,0,0,3,0
1978,cruzj002,empty,411,363,80,91,9,1,0,0,0,47,0,49,0,1,0,0,0
1978,cruzj002,loaded,7,6,2,2,0,0,0,0,5,1,0,1,0,0,0,0,0
1978,cruzj002,menon,223,187,49,57,5,0,1,0,25,22,0,17,8,0,10,4,0
1978,cruzj002,scoring,120,99,29,35,3,0,1,0,25,11,0,8,1,0,6,4,0
1978,cruzt001,empty,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,cruzt001,menon,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1978,cruzt001,scoring,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1978,cubbm101,empty,226,204,56,79,8,3,3,0,3,21,0,23,0,1,0,0,0
1978,cubbm101,loaded,10,10,3,6,0,0,1,1,11,0,0,1,0,0,0,0,0
1978,cubbm101,menon,218,190,55,79,4,4,4,1,54,19,3,21,7,0,7,2,0
1978,cubbm101,scoring,139,123,32,48,3,2,3,1,48,13,3,15,2,0,1,2,0
1978,curtj001,empty,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,curtj001,menon,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1978,curtj001,scoring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,dacqj101,empty,11,10,1,2,1,0,0,0,0,1,0,4,0,0,0,0,0
1978,dacqj101,loaded,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1978,dacqj101,menon,12,11,3,3,0,0,0,0,4,1,0,4,0,0,0,0,0
1978,dacqj101,scoring,11,10,3,3,0,0,0,0,4,1,0,4,0,0,0,0,0
1978,dadep101,empty,230,206,60,78,10,1,2,0,2,23,0,27,0,1,0,0,0
1978,dadep101,loaded,5,3,1,4,0,0,1,1,6,1,0,0,0,0,0,1,0
1978,dadep101,menon,120,101,18,23,2,0,1,1,18,11,1,18,3,1,5,1,1
1978,dadep101,scoring,68,57,16,21,2,0,1,1,18,9,1,10,2,1,0,1,0
1978,dauer001,empty,289,272,68,96,10,0,6,0,6,17,0,15,0,0,0,0,0
1978,dauer001,loaded,10,9,4,5,1,0,0,0,9,0,0,1,1,0,0,1,0
1978,dauer001,menon,202,187,53,66,13,0,0,0,40,9,0,7,16,0,3,3,0
1978,dauer001,scoring,102,94,26,30,4,0,0,0,35,5,0,4,5,0,0,3,0
1978,davav101,empty,46,45,15,21,1,1,1,0,1,1,0,3,0,0,0,0,0
1978,davav101,loaded,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1978,davav101,menon,35,32,9,9,0,0,0,0,10,2,0,4,1,0,0,1,0
1978,davav101,scoring,18,17,6,6,0,0,0,0,10,0,0,2,0,0,0,1,0
1978,davib101,empty,23,23,6,7,1,0,0,0,0,0,0,3,0,0,0,0,0
1978,davib101,loaded,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1978,davib101,menon,19,17,2,2,0,0,0,0,2,1,1,2,3,0,1,0,0
1978,davib101,scoring,12,10,1,1,0,0,0,0,2,1,1,1,2,0,1,0,0
1978,david101,empty,136,130,31,48,6,1,3,0,3,4,0,12,0,2,0,0,0
1978,david101,loaded,11,9,2,5,0,0,1,1,8,0,0,0,1,0,0,2,0
1978,david101,menon,99,88,23,33,4,0,2,1,23,3,0,11,5,0,4,4,0
1978,david101,scoring,61,56,13,17,1,0,1,1,19,1,0,7,1,0,0,4,0
1978,dawsa001,empty,373,355,86,164,12,6,18,0,18,13,0,75,0,5,0,0,0
1978,dawsa001,loaded,10,8,1,1,0,0,0,0,6,0,0,3,0,1,0,1,0
1978,dawsa001,menon,287,254,68,105,12,2,7,0,54,17,3,53,7,7,4,5,0
1978,dawsa001,scoring,169,147,37,51,6,1,2,0,42,11,3,38,1,5,1,5,0
1978,decid001,empty,318,290,78,147,19,1,16,0,16,28,0,50,0,0,0,0,0
1978,decid001,loaded,12,11,4,9,2,0,1,1,12,0,0,1,1,0,0,1,0
1978,decid001,menon,243,221,68,122,18,0,12,1,64,18,2,31,12,2,0,2,0
1978,decid001,scoring,140,122,38,68,12,0,6,1,52,14,2,18,5,2,0,2,0
1978,defra101,empty,12,11,3,7,1,0,1,0,1,1,0,1,0,0,0,0,0
1978,defra101,loaded,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1978,defra101,menon,9,8,1,1,0,0,0,0,1,0,0,3,0,0,0,1,0
1978,defra101,scoring,6,5,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0
1978,dejei001,empty,443,396,111,147,17,5,3,0,3,46,0,45,0,1,0,0,0
1978,dejei001,loaded,20,18,2,2,0,0,0,0,4,1,0,2,3,0,0,1,0
1978,dejei001,menon,269,223,61,72,7,2,0,0,32,28,5,33,12,1,15,2,0
1978,dejei001,scoring,159,129,33,38,3,1,0,0,29,21,5,24,5,1,6,2,0
1978,dempr001,empty,296,265,76,104,13,0,5,0,5,31,0,25,0,0,0,0,0
1978,dempr001,loaded,12,10,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0
1978,dempr001,menon,202,176,38,53,12,0,1,0,27,17,2,29,11,0,3,6,0
1978,dempr001,scoring,104,87,17,28,8,0,1,0,26,11,2,18,4,0,0,6,0
1978,dennj001,empty,54,50,10,13,3,0,0,0,0,4,0,16,0,0,0,0,0
1978,dennj001,loaded,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1978,dennj001,menon,31,23,3,5,0,1,0,0,3,0,0,5,0,0,7,1,0
1978,dennj001,scoring,19,16,3,5,0,1,0,0,3,0,0,3,0,0,2,1,0
1978,dentb001,empty,226,212,52,65,5,1,2,0,2,12,0,13,0,2,0,0,0
1978,dentb001,loaded,13,11,5,5,0,0,0,0,9,1,0,0,0,0,0,1,0
1978,dentb001,menon,189,167,40,55,6,0,3,0,38,11,1,11,10,0,6,5,0
1978,dentb001,scoring,109,89,25,34,3,0,2,0,35,11,1,5,7,0,4,5,0
1978,devia101,empty,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1978,devia101,menon,4,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1978,devia101,scoring,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,diazb001,empty,69,67,19,27,2,0,2,0,2,2,0,9,0,0,0,0,0
1978,diazb001,loaded,3,3,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0
1978,diazb001,menon,64,60,11,13,2,0,0,0,9,2,0,8,2,0,2,0,0
1978,diazb001,scoring,40,38,6,7,1,0,0,0,8,2,0,7,1,0,0,0,0
1978,dills101,empty,71,68,16,18,2,0,0,0,0,3,0,7,0,0,0,0,0
1978,dills101,loaded,3,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0
1978,dills101,menon,72,62,13,20,3,2,0,0,7,3,0,4,5,0,7,0,0
1978,dills101,scoring,39,34,6,11,1,2,0,0,7,3,0,4,3,0,2,0,0
1978,dilom001,empty,194,177,37,46,6,0,1,0,1,16,0,18,0,1,0,0,0
1978,dilom001,loaded,5,5,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0
1978,dilom001,menon,98,81,22,24,2,0,0,0,13,7,0,12,2,0,10,0,0
1978,dilom001,scoring,62,55,12,13,1,0,0,0,13,4,0,9,0,0,3,0,0
1978,dinek101,empty,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,dinek101,menon,4,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0
1978,dixot101,empty,22,22,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1978,dixot101,menon,22,18,1,1,0,0,0,0,1,1,0,4,1,0,3,0,0
1978,dixot101,scoring,9,7,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
1978,downb001,empty,276,252,61,81,8,0,4,0,4,21,0,30,0,3,0,0,0
1978,downb001,loaded,9,8,3,5,2,0,0,0,8,1,0,1,2,0,0,0,0
1978,downb001,menon,200,160,44,60,7,0,3,0,42,31,2,17,14,3,4,2,0
1978,downb001,scoring,122,93,23,33,4,0,2,0,38,26,2,13,8,1,0,2,0
1978,doylb101,empty,35,35,7,7,0,0,0,0,0,0,0,2,0,0,0,0,0
1978,doylb101,menon,19,17,3,3,0,0,0,0,0,0,0,1,2,0,2,0,0
1978,doylb101,scoring,7,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1978,dresr101,empty,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,dresr101,loaded,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,dresr101,menon,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1978,dresr101,scoring,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1978,dried001,empty,339,295,71,111,11,1,9,0,9,42,0,50,0,2,0,0,0
1978,dried001,loaded,21,18,5,6,1,0,0,0,11,0,0,6,2,0,0,3,0
1978,dried001,menon,273,229,60,97,12,2,7,0,61,33,7,29,13,2,3,6,0
1978,dried001,scoring,168,140,30,50,6,1,4,0,51,20,7,22,3,2,0,6,0
